block,tick_lower_transformed,tick_upper_transformed,amount0_usd,amount1_usd,amount_usd_total,token1Price,pool_totalValueLockedUSD_at_block,feesUSD_real
12639864,45.52272885735378,45.61386086017129,6662.788240990333,0.0,6662.788240990333,44.26044,497013.0256323223,4.005352
12639864,45.61386086017129,45.79667254280864,13305.6057619264,0.0,13305.6057619264,44.26044,497013.0256323223,4.005352
12639864,45.79667254280864,45.98021689991567,12985.00135628825,0.0,12985.00135628825,44.26044,497013.0256323223,4.005352
12639864,45.98021689991567,46.07226474856734,6482.768903449706,0.0,6482.768903449706,44.26044,497013.0256323223,4.005352
12639864,46.07226474856734,46.34951539498686,19408.753828086712,0.0,19408.753828086712,44.26044,497013.0256323223,4.005352
12639864,46.34951539498686,46.62843446212238,18823.60479110776,0.0,18823.60479110776,44.26044,497013.0256323223,4.005352
12639864,46.62843446212238,46.90903199008644,18248.376626373632,0.0,18248.376626373632,44.26044,497013.0256323223,4.005352
12639864,46.90903199008644,47.002939234726426,6074.18640630269,0.0,6074.18640630269,44.26044,497013.0256323223,4.005352
12639864,47.002939234726426,47.09703447238656,6068.115559363024,0.0,6068.115559363024,44.26044,497013.0256323223,4.005352
12639864,47.09703447238656,47.14415270617709,3031.783108412749,0.0,3031.783108412749,44.26044,497013.0256323223,4.005352
12639864,47.14415270617709,47.191318079410266,3030.2676715199173,0.0,3030.2676715199173,44.26044,497013.0256323223,4.005352
12639864,47.191318079410266,47.23853063924677,3091.03656327727,0.0,3091.03656327727,44.26044,497013.0256323223,4.005352
12639864,47.23853063924677,47.38045191069058,9263.84245022252,0.0,9263.84245022252,44.26044,497013.0256323223,4.005352
12639864,47.38045191069058,47.47530289140727,6168.179985272989,0.0,6168.179985272989,44.26044,497013.0256323223,4.005352
12639864,47.47530289140727,47.66557487982563,11941.884907566046,0.0,11941.884907566046,44.26044,497013.0256323223,4.005352
12639864,47.66557487982563,47.76099664853941,5961.992456000323,0.0,5961.992456000323,44.26044,497013.0256323223,4.005352
12639864,47.76099664853941,48.00038764120753,14765.11170869823,0.0,14765.11170869823,44.26044,497013.0256323223,4.005352
12639864,48.00038764120753,48.04840963478424,2948.595612771448,0.0,2948.595612771448,44.26044,497013.0256323223,4.005352
12639864,48.04840963478424,48.09647967197017,2641.1244399794696,0.0,2641.1244399794696,44.26044,497013.0256323223,4.005352
12639864,48.09647967197017,48.33755219600569,13185.832900496378,0.0,13185.832900496378,44.26044,497013.0256323223,4.005352
12639864,48.33755219600569,48.628434740326384,6667.8444319235805,0.0,6667.8444319235805,44.26044,497013.0256323223,4.005352
12639864,48.628434740326384,48.87217356659167,5175.15893159934,0.0,5175.15893159934,44.26044,497013.0256323223,4.005352
12639864,48.87217356659167,48.92106773850205,1033.4801807999852,0.0,1033.4801807999852,44.26044,497013.0256323223,4.005352
12639864,48.92106773850205,49.0680439471159,2720.3025889200485,0.0,2720.3025889200485,44.26044,497013.0256323223,4.005352
12639864,49.0680439471159,49.16627332025498,1811.2695755593184,0.0,1811.2695755593184,44.26044,497013.0256323223,4.005352
12639864,49.16627332025498,49.21546172429921,904.9558219914828,0.0,904.9558219914828,44.26044,497013.0256323223,4.005352
12639864,49.21546172429921,49.36332239668033,2295.57264819848,0.0,2295.57264819848,44.26044,497013.0256323223,4.005352
12639864,49.36332239668033,49.51162729487324,2292.132042353073,0.0,2292.132042353073,44.26044,497013.0256323223,4.005352
12639864,49.51162729487324,49.80957511115055,4531.685971941645,0.0,4531.685971941645,44.26044,497013.0256323223,4.005352
12639864,49.80957511115055,49.8594071065487,713.6601800050067,0.0,713.6601800050067,44.26044,497013.0256323223,4.005352
12639864,49.8594071065487,50.00920241885516,2138.8409147623493,0.0,2138.8409147623493,44.26044,497013.0256323223,4.005352
12639864,50.00920241885516,50.1093158982122,1424.1127040975532,0.0,1424.1127040975532,44.26044,497013.0256323223,4.005352
12639864,50.1093158982122,50.209629794857726,527.1190554866662,0.0,527.1190554866662,44.26044,497013.0256323223,4.005352
12639864,50.209629794857726,50.36047730012068,789.6909429393144,0.0,789.6909429393144,44.26044,497013.0256323223,4.005352
12639864,50.36047730012068,50.41086044567973,262.9672068058296,0.0,262.9672068058296,44.26044,497013.0256323223,4.005352
12639864,50.41086044567973,50.7142196081043,1496.509626763071,0.0,1496.509626763071,44.26044,497013.0256323223,4.005352
12639864,50.7142196081043,51.01940430535636,1414.8208063235118,0.0,1414.8208063235118,44.26044,497013.0256323223,4.005352
12639864,51.01940430535636,51.32642552301939,1264.2534434772533,0.0,1264.2534434772533,44.26044,497013.0256323223,4.005352
12639864,51.32642552301939,51.37777505159414,197.4741924880507,0.0,197.4741924880507,44.26044,497013.0256323223,4.005352
12639864,51.37777505159414,51.42917595281092,197.3754850060253,0.0,197.3754850060253,44.26044,497013.0256323223,4.005352
12639864,51.42917595281092,51.480628278065495,197.27682686293832,0.0,197.27682686293832,44.26044,497013.0256323223,4.005352
12639864,51.480628278065495,51.58368740652822,394.25787652907087,0.0,394.25787652907087,44.26044,497013.0256323223,4.005352
12639864,51.58368740652822,51.635294312785206,196.9811482207482,0.0,196.9811482207482,44.26044,497013.0256323223,4.005352
12639864,51.635294312785206,51.79042501903469,583.2522957017505,0.0,583.2522957017505,44.26044,497013.0256323223,4.005352
12639864,51.79042501903469,51.94602179285177,582.3781167645196,0.0,582.3781167645196,44.26044,497013.0256323223,4.005352
12639864,51.94602179285177,51.99799119658904,113.25170781841216,0.0,113.25170781841216,44.26044,497013.0256323223,4.005352
12639925,40.25434249610941,40.29461495789101,0.0,356.8248596191406,356.8248679352821,44.2543,496967.81734019576,0.62076026
12639925,40.29461495789101,40.3752807935306,0.0,714.1851806640625,714.1851694725394,44.2543,496967.81734019576,0.62076026
12639925,40.3752807935306,40.41567424804637,0.0,367.5480041503906,367.548002780178,44.2543,496967.81734019576,0.62076026
12639925,40.41567424804637,40.496582432416986,0.0,735.6475219726562,735.647529763717,44.2543,496967.81734019576,0.62076026
12639925,40.496582432416986,40.53709724317194,0.0,368.0997009277344,368.09971087703576,44.2543,496967.81734019576,0.62076026
12639925,40.53709724317194,40.61824850437499,0.0,736.7517700195312,736.7517738230889,44.2543,496967.81734019576,0.62076026
12639925,40.61824850437499,40.65888503596623,0.0,381.09490966796875,381.0948952535959,44.2543,496967.81734019576,0.62076026
12639925,40.65888503596623,40.69956222238039,0.0,381.2854919433594,381.28548081452334,44.2543,496967.81734019576,0.62076026
12639925,40.69956222238039,40.78103872241059,0.0,763.1431274414062,763.1430996068582,44.2543,496967.81734019576,0.62076026
12639925,40.78103872241059,40.82183811749501,0.0,381.8578186035156,381.8578095590369,44.2543,496967.81734019576,0.62076026
12639925,40.82183811749501,40.862678330339136,0.0,382.04876708984375,382.04877665341616,44.2543,496967.81734019576,0.62076026
12639925,40.862678330339136,40.90355940177911,0.0,422.221923828125,422.2219387676596,44.2543,496967.81734019576,0.62076026
12639925,40.90355940177911,40.9444813726919,0.0,422.43310546875,422.4330919634597,44.2543,496967.81734019576,0.62076026
12639925,40.9444813726919,40.985444283995406,0.0,422.64434814453125,422.64435075697526,44.2543,496967.81734019576,0.62076026
12639925,40.985444283995406,41.02644817664845,0.0,422.855712890625,422.8557152010154,44.2543,496967.81734019576,0.62076026
12639925,41.02644817664845,41.0674930916508,0.0,423.06719970703125,423.0671853484163,44.2543,496967.81734019576,0.62076026
12639925,41.0674930916508,41.10857907004331,0.0,423.27874755859375,423.2787612520398,44.2543,496967.81734019576,0.62076026
12639925,41.10857907004331,41.19087438136733,0.0,888.4822998046875,888.482319843662,44.2543,496967.81734019576,0.62076026
12639925,41.19087438136733,41.27333443976895,0.0,889.3712158203125,889.3712020871861,44.2543,496967.81734019576,0.62076026
12639925,41.27333443976895,41.35595957505553,0.0,890.260986328125,890.2609736130574,44.2543,496967.81734019576,0.62076026
12639925,41.35595957505553,41.39733414977598,0.0,493.0822448730469,493.0822459596442,44.2543,496967.81734019576,0.62076026
12639925,41.39733414977598,41.48020752022344,0.0,986.9043579101562,986.9043865475744,44.2543,496967.81734019576,0.62076026
12639925,41.48020752022344,41.60482875021005,0.0,1482.2081298828125,1482.2081671155397,44.2543,496967.81734019576,0.62076026
12639925,41.60482875021005,41.646452306126655,0.0,516.2603759765625,516.2603797869024,44.2543,496967.81734019576,0.62076026
12639925,41.646452306126655,41.68811750433477,0.0,516.5185546875,516.5185616079967,44.2543,496967.81734019576,0.62076026
12639925,41.68811750433477,41.8551955539285,0.0,2068.65869140625,2068.658647946319,44.2543,496967.81734019576,0.62076026
12639925,41.8551955539285,41.93898551764312,0.0,1353.9735107421875,1353.973497872682,44.2543,496967.81734019576,0.62076026
12639925,41.93898551764312,41.980943380737806,0.0,677.49462890625,677.4946328742291,44.2543,496967.81734019576,0.62076026
12639925,41.980943380737806,42.02294322058166,0.0,677.8334350585938,677.8334479469048,44.2543,496967.81734019576,0.62076026
12639925,42.02294322058166,42.06498507917033,0.0,678.1724243164062,678.1724324610018,44.2543,496967.81734019576,0.62076026
12639925,42.06498507917033,42.107068998541465,0.0,678.5115966796875,678.5115865012575,44.2543,496967.81734019576,0.62076026
12639925,42.107068998541465,42.19136318799212,0.0,1675.923095703125,1675.9230669197011,44.2543,496967.81734019576,0.62076026
12639925,42.19136318799212,42.23357354235739,0.0,838.5902099609375,838.590182697197,44.2543,496967.81734019576,0.62076026
12639925,42.23357354235739,42.36045815061348,0.0,2518.28759765625,2518.2876608746824,44.2543,496967.81734019576,0.62076026
12639925,42.36045815061348,42.4028376760544,0.0,2384.565673828125,2384.565605706905,44.2543,496967.81734019576,0.62076026
12639925,42.4028376760544,42.44525960009665,0.0,2385.758056640625,2385.758126990166,44.2543,496967.81734019576,0.62076026
12639925,42.44525960009665,42.530230813698246,0.0,4775.09619140625,4775.096203647988,44.2543,496967.81734019576,0.62076026
12639925,42.530230813698246,42.61537213126927,0.0,4779.87353515625,4779.873449218038,44.2543,496967.81734019576,0.62076026
12639925,42.61537213126927,42.70068389334103,0.0,4831.58056640625,4831.580583905744,44.2543,496967.81734019576,0.62076026
12639925,42.70068389334103,42.871820116522045,0.0,9677.6669921875,9677.66726986781,44.2543,496967.81734019576,0.62076026
12639925,42.871820116522045,42.9576452621078,0.0,4922.5810546875,4922.581135647823,44.2543,496967.81734019576,0.62076026
12639925,42.9576452621078,43.0006222434661,0.0,2463.136962890625,2463.137058834019,44.2543,496967.81734019576,0.62076026
12639925,43.0006222434661,43.08670523817685,0.0,4929.97021484375,4929.970178301933,44.2543,496967.81734019576,0.62076026
12639925,43.08670523817685,43.12981133760369,0.0,2466.83447265625,2466.834351837246,44.2543,496967.81734019576,0.62076026
12639925,43.12981133760369,43.17296056253288,0.0,2579.749755859375,2579.749717649469,44.2543,496967.81734019576,0.62076026
12639925,43.17296056253288,43.25938856152112,0.0,5163.37060546875,5163.370479073179,44.2543,496967.81734019576,0.62076026
12639925,43.25938856152112,43.30266742199952,0.0,2583.6220703125,2583.6220521372848,44.2543,496967.81734019576,0.62076026
12639925,43.30266742199952,43.38935508129765,0.0,5171.12109375,5171.120958680831,44.2543,496967.81734019576,0.62076026
12639925,43.38935508129765,43.60683422773543,0.0,14916.2314453125,14916.231813685336,44.2543,496967.81734019576,0.62076026
12639925,43.60683422773543,43.6504606902723,0.0,2987.7236328125,2987.7236191913667,44.2543,496967.81734019576,0.62076026
12639925,43.6504606902723,43.69413079890885,0.0,3013.832763671875,3013.832732208359,44.2543,496967.81734019576,0.62076026
12639925,43.69413079890885,43.73784459731083,0.0,3015.33984375,3015.3399499878765,44.2543,496967.81734019576,0.62076026
12639925,43.73784459731083,43.91313756341785,0.0,12076.447265625,12076.44705859467,44.2543,496967.81734019576,0.62076026
12639925,43.91313756341785,43.95707046716367,0.0,3073.2724609375,3073.272398858448,44.2543,496967.81734019576,0.62076026
12639925,43.95707046716367,44.00104732358831,0.0,3074.809326171875,3074.8093424158506,44.2543,496967.81734019576,0.62076026
12639925,44.00104732358831,44.045068176664245,0.0,3076.34716796875,3076.3470545987425,44.2543,496967.81734019576,0.62076026
12639925,44.045068176664245,44.089133070407925,0.0,3077.885498046875,3077.8855357915127,44.2543,496967.81734019576,0.62076026
12639925,44.089133070407925,44.13324204887983,0.0,3079.4248046875,3079.4247863787423,44.2543,496967.81734019576,0.62076026
12639925,44.13324204887983,44.17739515618455,0.0,3080.96484375,3080.964806745206,44.2543,496967.81734019576,0.62076026
12639925,44.17739515618455,44.22159243647077,0.0,3093.76025390625,3093.7602024493517,44.2543,496967.81734019576,0.62076026
12639925,44.22159243647077,44.26583393393136,806.7150375842766,2288.4873046875,3095.2022709721537,44.2543,496967.81734019576,0.62076026
12639925,44.26583393393136,44.310119692803234,3094.500866333275,0.0,3094.500866333275,44.2543,496967.81734019576,0.62076026
12639925,44.310119692803234,44.354449757368045,3092.954079966952,0.0,3092.954079966952,44.2543,496967.81734019576,0.62076026
12639925,44.354449757368045,44.39882417195127,3091.4080667618496,0.0,3091.4080667618496,44.2543,496967.81734019576,0.62076026
12639925,44.39882417195127,44.44324298092289,3089.862826331501,0.0,3089.862826331501,44.2543,496967.81734019576,0.62076026
12639925,44.44324298092289,44.532213959733234,6612.380088550842,0.0,6612.380088550842,44.2543,496967.81734019576,0.62076026
12639925,44.532213959733234,44.7106906072266,13204.724034220691,0.0,13204.724034220691,44.2543,496967.81734019576,0.62076026
12639925,44.7106906072266,44.934792643582846,16472.17296405064,0.0,16472.17296405064,44.2543,496967.81734019576,0.62076026
12639925,44.934792643582846,44.97974766227624,3289.49606971137,0.0,3289.49606971137,44.2543,496967.81734019576,0.62076026
12639925,44.97974766227624,45.06979267042006,6750.991557017613,0.0,6750.991557017613,44.2543,496967.81734019576,0.62076026
12639925,45.06979267042006,45.1148827499065,3372.9651268789585,0.0,3372.9651268789585,44.2543,496967.81734019576,0.62076026
12639925,45.1148827499065,45.25042383118631,10108.782890737551,0.0,10108.782890737551,44.2543,496967.81734019576,0.62076026
12639925,45.25042383118631,45.29569462313922,3360.9691072229098,0.0,3360.9691072229098,44.2543,496967.81734019576,0.62076026
12639925,45.29569462313922,45.34101070626138,3359.2891266970537,0.0,3359.2891266970537,44.2543,496967.81734019576,0.62076026
12639925,45.34101070626138,45.52272885735378,13420.37349000126,0.0,13420.37349000126,44.2543,496967.81734019576,0.62076026
12639925,45.52272885735378,45.61386086017129,6661.8638385191925,0.0,6661.8638385191925,44.2543,496967.81734019576,0.62076026
12639925,45.61386086017129,45.79667254280864,13303.759727743492,0.0,13303.759727743492,44.2543,496967.81734019576,0.62076026
12639925,45.79667254280864,45.98021689991567,12983.199803108506,0.0,12983.199803108506,44.2543,496967.81734019576,0.62076026
12639925,45.98021689991567,46.07226474856734,6481.869477056815,0.0,6481.869477056815,44.2543,496967.81734019576,0.62076026
12639925,46.07226474856734,46.34951539498686,19406.06103651785,0.0,19406.06103651785,44.2543,496967.81734019576,0.62076026
12639925,46.34951539498686,46.62843446212238,18820.993183751307,0.0,18820.993183751307,44.2543,496967.81734019576,0.62076026
12639925,46.62843446212238,46.90903199008644,18245.844826797,0.0,18245.844826797,44.2543,496967.81734019576,0.62076026
12639925,46.90903199008644,47.002939234726426,6073.343667088856,0.0,6073.343667088856,44.2543,496967.81734019576,0.62076026
12639925,47.002939234726426,47.09703447238656,6067.273662425082,0.0,6067.273662425082,44.2543,496967.81734019576,0.62076026
12639925,47.09703447238656,47.14415270617709,3031.3624755341384,0.0,3031.3624755341384,44.2543,496967.81734019576,0.62076026
12639925,47.14415270617709,47.191318079410266,3029.847248894666,0.0,3029.847248894666,44.2543,496967.81734019576,0.62076026
12639925,47.191318079410266,47.23853063924677,3090.607709510029,0.0,3090.607709510029,44.2543,496967.81734019576,0.62076026
12639925,47.23853063924677,47.38045191069058,9262.557174667676,0.0,9262.557174667676,44.2543,496967.81734019576,0.62076026
12639925,47.38045191069058,47.47530289140727,6167.324205288005,0.0,6167.324205288005,44.2543,496967.81734019576,0.62076026
12639925,47.47530289140727,47.66557487982563,11940.228077494408,0.0,11940.228077494408,44.2543,496967.81734019576,0.62076026
12639925,47.66557487982563,47.76099664853941,5961.165282696908,0.0,5961.165282696908,44.2543,496967.81734019576,0.62076026
12639925,47.76099664853941,48.00038764120753,14763.063181076384,0.0,14763.063181076384,44.2543,496967.81734019576,0.62076026
12639925,48.00038764120753,48.04840963478424,2948.1865214162594,0.0,2948.1865214162594,44.2543,496967.81734019576,0.62076026
12639925,48.04840963478424,48.09647967197017,2640.758007508468,0.0,2640.758007508468,44.2543,496967.81734019576,0.62076026
12639925,48.09647967197017,48.33755219600569,13184.003483730245,0.0,13184.003483730245,44.2543,496967.81734019576,0.62076026
12639925,48.33755219600569,48.628434740326384,6666.919327951023,0.0,6666.919327951023,44.2543,496967.81734019576,0.62076026
12639925,48.628434740326384,48.87217356659167,5174.440924432987,0.0,5174.440924432987,44.2543,496967.81734019576,0.62076026
12639925,48.87217356659167,48.92106773850205,1033.3367946381484,0.0,1033.3367946381484,44.2543,496967.81734019576,0.62076026
12639925,48.92106773850205,49.0680439471159,2719.9251711867373,0.0,2719.9251711867373,44.2543,496967.81734019576,0.62076026
12639925,49.0680439471159,49.16627332025498,1811.018278052781,0.0,1811.018278052781,44.2543,496967.81734019576,0.62076026
12639925,49.16627332025498,49.21546172429921,904.8302674386642,0.0,904.8302674386642,44.2543,496967.81734019576,0.62076026
12639925,49.21546172429921,49.36332239668033,2295.2541579580693,0.0,2295.2541579580693,44.2543,496967.81734019576,0.62076026
12639925,49.36332239668033,49.51162729487324,2291.814029466051,0.0,2291.814029466051,44.2543,496967.81734019576,0.62076026
12639925,49.51162729487324,49.80957511115055,4531.057240912025,0.0,4531.057240912025,44.2543,496967.81734019576,0.62076026
12639925,49.80957511115055,49.8594071065487,713.5611660171551,0.0,713.5611660171551,44.2543,496967.81734019576,0.62076026
12639925,49.8594071065487,50.00920241885516,2138.544169652724,0.0,2138.544169652724,44.2543,496967.81734019576,0.62076026
12639925,50.00920241885516,50.1093158982122,1423.9151211555122,0.0,1423.9151211555122,44.2543,496967.81734019576,0.62076026
12639925,50.1093158982122,50.209629794857726,527.0459224168682,0.0,527.0459224168682,44.2543,496967.81734019576,0.62076026
12639925,50.209629794857726,50.36047730012068,789.5813803609033,0.0,789.5813803609033,44.2543,496967.81734019576,0.62076026
12639925,50.36047730012068,50.41086044567973,262.93072245018027,0.0,262.93072245018027,44.2543,496967.81734019576,0.62076026
12639925,50.41086044567973,50.7142196081043,1496.301999393413,0.0,1496.301999393413,44.2543,496967.81734019576,0.62076026
12639925,50.7142196081043,51.01940430535636,1414.6245125494518,0.0,1414.6245125494518,44.2543,496967.81734019576,0.62076026
12639925,51.01940430535636,51.32642552301939,1264.0780395825132,0.0,1264.0780395825132,44.2543,496967.81734019576,0.62076026
